,0,CARDINAL,DATE,GPE,LOC,MONEY,NORP,ORG,PERSON,WORK_OF_ART,ORDINAL,QUANTITY,TIME,FAC,LAW,PRODUCT,EVENT,PERCENT,LANGUAGE
0,,7.0,20.0,6.0,,1.0,9.0,25.0,26.0,,1.0,,,,1.0,,2.0,,
0,,11.0,5.0,4.0,4.0,1.0,15.0,11.0,7.0,,4.0,,,,,1.0,,,
0,,,,2.0,,,,,1.0,,,,,,,,,,
0,,6.0,28.0,2.0,,,4.0,7.0,21.0,12.0,2.0,,1.0,3.0,1.0,,1.0,,
0,,3.0,3.0,7.0,,1.0,3.0,8.0,15.0,3.0,1.0,,2.0,,,,,,
0,,11.0,5.0,7.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,,,,1.0,1.0,,4.0,1.0
0,,1.0,3.0,3.0,,,2.0,30.0,2.0,,3.0,,,,,1.0,,,
0,,,,5.0,,,,2.0,6.0,,,,,,,,,,
0,,,1.0,2.0,,,,,1.0,,,,,,,,,,
0,,2.0,4.0,,,,,3.0,4.0,,,,,,,,,,
0,,2.0,2.0,,,,1.0,1.0,3.0,,,,,1.0,,,,,
0,,,6.0,,2.0,,,,,,2.0,,,1.0,,,1.0,,
0,,,1.0,,,,,,2.0,,,,,,,,,,
0,,,4.0,5.0,,,,2.0,2.0,,,,,,,,2.0,,
0,,2.0,,1.0,,,,2.0,1.0,,,,,,,1.0,,,
0,,,4.0,,,,2.0,2.0,4.0,,,,,,,,,,
0,,4.0,10.0,6.0,,,6.0,12.0,8.0,,,,1.0,,,,1.0,,
0,,3.0,4.0,15.0,,,23.0,8.0,4.0,,1.0,,,,,,,,
0,,7.0,8.0,11.0,3.0,4.0,5.0,2.0,5.0,,2.0,,,,,,,1.0,
0,,5.0,8.0,38.0,5.0,,9.0,3.0,10.0,,1.0,,1.0,,,,2.0,,
0,,6.0,25.0,29.0,,,4.0,18.0,7.0,,1.0,,,,,1.0,,3.0,
0,,12.0,11.0,16.0,1.0,,12.0,11.0,9.0,,1.0,,1.0,,,,,,
0,,1.0,13.0,51.0,1.0,,64.0,8.0,10.0,1.0,1.0,3.0,1.0,,1.0,1.0,3.0,,1.0
0,,,6.0,13.0,,,7.0,,8.0,,3.0,,,,,,,,
0,,11.0,5.0,20.0,,,14.0,16.0,3.0,,,,1.0,,,,,,
0,,11.0,5.0,5.0,1.0,,9.0,1.0,3.0,,,1.0,,,,,,,
0,,5.0,3.0,21.0,,,4.0,12.0,9.0,,2.0,,,,10.0,,3.0,,
0,,2.0,14.0,18.0,1.0,1.0,2.0,32.0,11.0,,,,,,,,,,
0,,8.0,15.0,25.0,1.0,,16.0,15.0,11.0,,1.0,1.0,1.0,,,,,,
0,,4.0,8.0,25.0,,8.0,2.0,9.0,7.0,,,,,,,,,,
0,,2.0,7.0,12.0,,,5.0,11.0,9.0,,,1.0,,,,,,,
0,,5.0,4.0,31.0,,2.0,9.0,11.0,2.0,,2.0,,,,,,,,
0,,3.0,6.0,,,,7.0,7.0,5.0,,1.0,,,,,1.0,,,
0,,5.0,12.0,31.0,2.0,,18.0,17.0,15.0,,,,,,,,,,
0,,4.0,14.0,22.0,2.0,,58.0,13.0,20.0,3.0,,,2.0,,,,1.0,,
0,,4.0,5.0,24.0,,1.0,66.0,18.0,13.0,1.0,2.0,,,,,,1.0,,
0,,12.0,10.0,16.0,3.0,2.0,5.0,6.0,6.0,,,,2.0,2.0,,,,1.0,
0,,3.0,5.0,31.0,,,30.0,30.0,7.0,,,,3.0,,,,,,
0,,2.0,10.0,22.0,,2.0,9.0,4.0,7.0,,1.0,1.0,,,,,,,
0,,10.0,13.0,48.0,5.0,3.0,44.0,36.0,46.0,1.0,3.0,,,,1.0,,8.0,4.0,
0,,2.0,4.0,12.0,,,4.0,18.0,2.0,,,,,,,,,,1.0
0,,12.0,6.0,7.0,1.0,,,3.0,,1.0,,1.0,2.0,,,1.0,,,
0,,,7.0,6.0,1.0,,3.0,11.0,1.0,,2.0,,,,,,2.0,1.0,
0,,3.0,,2.0,,8.0,1.0,9.0,4.0,,,,1.0,,,,,,
0,,10.0,5.0,4.0,7.0,1.0,1.0,18.0,8.0,1.0,2.0,7.0,,2.0,1.0,3.0,1.0,,
0,,6.0,11.0,8.0,4.0,,2.0,23.0,6.0,,4.0,,,,,1.0,,3.0,
0,,1.0,4.0,20.0,,,21.0,5.0,3.0,,4.0,,,,1.0,1.0,,,1.0
0,,1.0,12.0,16.0,,,11.0,17.0,5.0,,1.0,,,,1.0,1.0,,,
0,,9.0,9.0,12.0,1.0,,18.0,6.0,29.0,1.0,6.0,,,,,,,,1.0
0,,2.0,13.0,15.0,2.0,,5.0,24.0,12.0,1.0,,1.0,1.0,,,,,,
0,,15.0,5.0,11.0,,,11.0,14.0,3.0,,2.0,,,,,,,,
0,,9.0,4.0,3.0,1.0,,4.0,9.0,7.0,,,,,,,,,,
0,,1.0,10.0,20.0,,1.0,8.0,7.0,8.0,,1.0,,,,,,,,
0,,3.0,8.0,28.0,,1.0,15.0,11.0,7.0,,,,1.0,,,,,,
0,,28.0,14.0,23.0,,2.0,3.0,13.0,21.0,,2.0,,3.0,,1.0,1.0,,,
0,,6.0,7.0,5.0,4.0,,2.0,2.0,6.0,,,,,,,,,,
0,,2.0,6.0,4.0,,,2.0,20.0,5.0,,3.0,,,,,2.0,,2.0,
0,,,6.0,13.0,,1.0,7.0,11.0,13.0,,,,,,,,,,
0,,5.0,6.0,14.0,1.0,,2.0,8.0,2.0,,1.0,,,,,,,,
0,,7.0,9.0,19.0,,,4.0,17.0,6.0,,,,,,,1.0,,,
0,,6.0,4.0,5.0,,,21.0,4.0,6.0,,1.0,,,1.0,1.0,,4.0,,
0,,11.0,19.0,2.0,,,3.0,3.0,10.0,1.0,3.0,,1.0,1.0,,,,,
0,,7.0,15.0,38.0,3.0,7.0,12.0,19.0,24.0,,1.0,1.0,1.0,1.0,,,3.0,,3.0
0,,4.0,5.0,22.0,,,10.0,11.0,10.0,,1.0,,,1.0,,,,,
0,,13.0,7.0,20.0,,,13.0,6.0,3.0,,,,,,,,,1.0,
0,,2.0,2.0,21.0,,,5.0,14.0,,,,,,,,,,,
0,,3.0,2.0,23.0,,,3.0,4.0,4.0,,,,,,,,2.0,,
0,,2.0,2.0,1.0,,,1.0,16.0,2.0,,,,,,,,,5.0,
0,,11.0,11.0,8.0,2.0,,4.0,8.0,6.0,,,,2.0,,,,,,
0,,6.0,5.0,17.0,2.0,,13.0,10.0,7.0,,,,1.0,,,,,,
0,,6.0,6.0,21.0,,3.0,3.0,16.0,2.0,1.0,2.0,,,,,,,,
0,,7.0,11.0,18.0,4.0,,10.0,36.0,15.0,,2.0,,,,,1.0,1.0,,
0,,7.0,6.0,4.0,,,3.0,11.0,2.0,,2.0,,,1.0,,,,,
0,,3.0,7.0,5.0,2.0,,1.0,4.0,10.0,,,,,,,,,,
0,,5.0,5.0,20.0,,,15.0,10.0,7.0,,,,,,,1.0,,,
0,,3.0,6.0,9.0,1.0,,7.0,6.0,11.0,,2.0,,1.0,,,1.0,,,
0,,,6.0,25.0,1.0,,14.0,3.0,8.0,,1.0,,,,,,2.0,,
0,,18.0,2.0,38.0,8.0,1.0,10.0,13.0,6.0,,2.0,,1.0,,6.0,,2.0,,
0,,8.0,9.0,7.0,1.0,,2.0,24.0,5.0,1.0,,,1.0,1.0,,1.0,,,
0,,3.0,8.0,9.0,3.0,,4.0,11.0,6.0,,,,,,,,1.0,,
0,,3.0,3.0,21.0,2.0,1.0,7.0,12.0,15.0,2.0,1.0,,,,,1.0,,,
0,,1.0,10.0,5.0,,,9.0,14.0,10.0,,1.0,,,,,1.0,4.0,,
0,,2.0,8.0,27.0,,2.0,10.0,9.0,11.0,1.0,1.0,,,,,1.0,,,
0,,14.0,2.0,4.0,1.0,,7.0,23.0,6.0,,1.0,1.0,,1.0,,1.0,,,
0,,3.0,8.0,8.0,,3.0,4.0,9.0,13.0,,,,,,,1.0,1.0,,
0,,3.0,7.0,10.0,3.0,1.0,2.0,21.0,10.0,,,1.0,,1.0,1.0,1.0,,,
0,,2.0,4.0,7.0,,1.0,2.0,9.0,19.0,12.0,2.0,,2.0,1.0,,,3.0,,1.0
0,,4.0,4.0,9.0,1.0,,5.0,25.0,13.0,1.0,,,,,,3.0,,,
0,,2.0,8.0,9.0,,,,15.0,7.0,,2.0,,1.0,,,1.0,,,
0,,2.0,2.0,1.0,,1.0,2.0,19.0,15.0,,2.0,,,,,1.0,,,
0,,6.0,10.0,4.0,,4.0,9.0,22.0,8.0,,1.0,,3.0,,1.0,2.0,,,
0,,3.0,5.0,24.0,4.0,2.0,2.0,10.0,11.0,,1.0,,,,,1.0,,,
0,,2.0,17.0,8.0,2.0,,6.0,25.0,9.0,3.0,5.0,,2.0,,,9.0,1.0,,
0,,4.0,8.0,4.0,,,,17.0,24.0,,,,,,,1.0,,,
0,,5.0,10.0,14.0,,,2.0,23.0,8.0,,1.0,,,,,1.0,,,
0,,5.0,10.0,11.0,,,15.0,7.0,5.0,,1.0,,,,5.0,,,,
0,,4.0,12.0,7.0,1.0,3.0,3.0,13.0,8.0,,6.0,2.0,,,,1.0,,,
0,,4.0,12.0,7.0,1.0,2.0,2.0,17.0,6.0,3.0,,,,,,1.0,,,
0,,2.0,10.0,5.0,,,,6.0,9.0,,1.0,1.0,,1.0,,1.0,,,
0,,2.0,15.0,9.0,2.0,,7.0,19.0,7.0,,,,2.0,,,,4.0,,
0,,6.0,11.0,2.0,,1.0,3.0,17.0,11.0,1.0,,,,,1.0,,,,
0,,2.0,7.0,4.0,,,1.0,12.0,16.0,1.0,,,,,,1.0,,,
0,,2.0,5.0,8.0,5.0,6.0,6.0,10.0,9.0,,,,,3.0,,1.0,,,
0,,8.0,24.0,7.0,,,23.0,28.0,28.0,,,,,1.0,,1.0,,,
0,,,6.0,9.0,1.0,5.0,7.0,16.0,3.0,,1.0,,,,,,,,
0,,13.0,23.0,24.0,,2.0,29.0,40.0,7.0,3.0,1.0,,1.0,1.0,,1.0,,,
0,,6.0,11.0,9.0,,,2.0,13.0,13.0,,,,,,,1.0,,1.0,
0,,1.0,10.0,14.0,2.0,4.0,6.0,20.0,11.0,1.0,2.0,,3.0,,,2.0,,,
0,,,6.0,7.0,2.0,,4.0,4.0,13.0,,1.0,,1.0,,,,,,
0,,5.0,7.0,10.0,,,7.0,2.0,4.0,,,,,,,,,,
0,,3.0,6.0,4.0,,,6.0,11.0,18.0,1.0,,,2.0,,,,2.0,,
0,,10.0,9.0,26.0,,1.0,1.0,11.0,30.0,,2.0,,,,1.0,,1.0,,
0,,10.0,8.0,5.0,1.0,,1.0,19.0,32.0,1.0,4.0,,4.0,2.0,,,1.0,,
0,,10.0,8.0,7.0,,,,15.0,28.0,1.0,,,,,,,,,
0,,1.0,9.0,26.0,,,6.0,9.0,17.0,1.0,,,,,1.0,,,,
0,,17.0,8.0,8.0,,,2.0,48.0,20.0,,,,,,,,,,
0,,1.0,4.0,39.0,1.0,,13.0,5.0,23.0,,2.0,,1.0,,1.0,1.0,3.0,,
0,,6.0,10.0,14.0,,,4.0,22.0,6.0,,,1.0,,,,,,,
0,,17.0,12.0,31.0,3.0,,15.0,18.0,17.0,,4.0,2.0,2.0,2.0,,1.0,,,
0,,,2.0,13.0,1.0,,4.0,1.0,16.0,,3.0,,,,,,,,
0,,2.0,8.0,12.0,,,,8.0,15.0,1.0,1.0,,,1.0,1.0,,,,
0,,9.0,17.0,13.0,2.0,,6.0,24.0,22.0,,2.0,,,1.0,1.0,,,9.0,
0,,6.0,11.0,51.0,3.0,,38.0,14.0,20.0,,,,,,,,,1.0,
0,,7.0,2.0,13.0,,3.0,3.0,18.0,8.0,,2.0,,,,,,,,
0,,11.0,6.0,6.0,,,2.0,13.0,6.0,1.0,1.0,,1.0,,,,1.0,,
0,,1.0,5.0,13.0,5.0,,1.0,6.0,17.0,,,2.0,,,,2.0,,,
0,,2.0,9.0,4.0,1.0,1.0,5.0,13.0,19.0,1.0,,,1.0,,2.0,,,,
0,,4.0,5.0,5.0,1.0,1.0,3.0,7.0,2.0,,2.0,2.0,,,,,,,
0,,4.0,4.0,5.0,5.0,,,4.0,6.0,,,,4.0,,,,1.0,,
0,,2.0,7.0,3.0,,,,5.0,2.0,,,2.0,,1.0,,,,,
0,,5.0,7.0,9.0,,,3.0,17.0,20.0,,4.0,,,,,2.0,,,
0,,1.0,6.0,5.0,,,1.0,4.0,20.0,,,,,1.0,,,,,
0,,1.0,4.0,9.0,1.0,,7.0,5.0,12.0,,,,,1.0,,,1.0,,
0,,3.0,5.0,11.0,,1.0,9.0,11.0,20.0,1.0,13.0,,,2.0,1.0,,2.0,,
0,,3.0,4.0,6.0,3.0,,4.0,5.0,4.0,,4.0,,,,1.0,,,1.0,
0,,5.0,14.0,37.0,,,22.0,15.0,11.0,,1.0,1.0,12.0,,,,3.0,3.0,
0,,10.0,22.0,11.0,,2.0,3.0,20.0,33.0,,,,1.0,1.0,,,,,
0,,10.0,29.0,36.0,1.0,3.0,17.0,25.0,41.0,2.0,1.0,,,,1.0,2.0,,,
0,,7.0,15.0,8.0,1.0,1.0,2.0,25.0,14.0,,,,2.0,,,,1.0,1.0,
0,,1.0,6.0,24.0,,,3.0,10.0,18.0,,2.0,,,1.0,,,1.0,,
0,,2.0,8.0,8.0,,,1.0,12.0,25.0,,6.0,,,1.0,,,,,
0,,6.0,6.0,29.0,3.0,2.0,6.0,15.0,4.0,,1.0,,,,,2.0,,1.0,
0,,2.0,4.0,10.0,,,7.0,6.0,6.0,1.0,,,1.0,,,,,2.0,
0,,3.0,2.0,7.0,,,,7.0,2.0,,1.0,3.0,,,,,,1.0,
0,,2.0,5.0,8.0,1.0,,3.0,5.0,9.0,,1.0,,3.0,1.0,1.0,,,,
0,,5.0,22.0,10.0,,1.0,4.0,29.0,35.0,11.0,2.0,,9.0,3.0,,,6.0,2.0,
0,,11.0,4.0,1.0,,4.0,6.0,3.0,15.0,,1.0,,2.0,,,,,,
0,,4.0,13.0,7.0,1.0,1.0,3.0,16.0,45.0,,,,,2.0,,1.0,,,
0,,,3.0,,,,1.0,1.0,3.0,,1.0,,,,,,,,
0,,21.0,5.0,,,,3.0,6.0,6.0,,2.0,,1.0,,,,,,
0,,1.0,4.0,7.0,,1.0,2.0,15.0,9.0,1.0,2.0,,,,,,,,
0,,4.0,10.0,15.0,3.0,,3.0,14.0,22.0,,1.0,,1.0,,,1.0,,,
0,,15.0,23.0,7.0,4.0,,3.0,26.0,29.0,,3.0,,,,,,,,
0,,2.0,19.0,15.0,7.0,7.0,6.0,42.0,13.0,2.0,3.0,3.0,,2.0,,2.0,,,
0,,2.0,11.0,9.0,1.0,,11.0,15.0,14.0,3.0,2.0,,3.0,5.0,,4.0,,,
0,,4.0,15.0,46.0,,1.0,31.0,18.0,45.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,
0,,1.0,2.0,,,,,8.0,7.0,,,,1.0,,,,,,
0,,1.0,6.0,11.0,,,1.0,14.0,16.0,,2.0,,6.0,,,,,,
0,,14.0,16.0,35.0,12.0,1.0,18.0,46.0,13.0,,,3.0,,2.0,,4.0,1.0,,
0,,2.0,5.0,5.0,,,2.0,9.0,25.0,,1.0,1.0,,,,1.0,,,
0,,1.0,9.0,7.0,,2.0,,5.0,10.0,1.0,,,,,,,1.0,,
0,,4.0,2.0,15.0,,,3.0,14.0,13.0,1.0,,,2.0,1.0,,,,,
0,,9.0,12.0,18.0,,1.0,2.0,31.0,11.0,1.0,,1.0,,2.0,,1.0,,7.0,
0,,2.0,3.0,4.0,,,2.0,3.0,4.0,,1.0,2.0,2.0,3.0,,,,,
0,,21.0,15.0,16.0,1.0,,4.0,8.0,23.0,2.0,2.0,,6.0,1.0,,,,,
0,,3.0,28.0,32.0,2.0,,18.0,13.0,69.0,2.0,2.0,,,1.0,1.0,,,,
0,,8.0,2.0,2.0,,,2.0,18.0,,1.0,,,1.0,,,,,,
0,,6.0,1.0,3.0,,1.0,2.0,8.0,2.0,,,,,,,,,1.0,
0,,1.0,1.0,1.0,2.0,1.0,,12.0,4.0,,,,,,,,,,
0,,1.0,1.0,11.0,,,3.0,5.0,10.0,,1.0,,1.0,,,,3.0,,
0,,6.0,12.0,26.0,,1.0,24.0,16.0,37.0,,1.0,,,2.0,,,,,
0,,5.0,16.0,13.0,,,5.0,42.0,23.0,1.0,1.0,,4.0,,,,,,
0,,5.0,8.0,4.0,,,,8.0,5.0,,2.0,,1.0,,,,,,
0,,,8.0,4.0,,2.0,3.0,9.0,17.0,1.0,2.0,,,,1.0,1.0,,,
0,,4.0,12.0,10.0,1.0,,3.0,5.0,14.0,,,,2.0,2.0,,,,,
0,,1.0,10.0,21.0,,,8.0,2.0,4.0,,1.0,,,,,,1.0,,
0,,5.0,3.0,6.0,,,3.0,1.0,1.0,,1.0,,,,,,,,
0,,2.0,1.0,2.0,,,,2.0,,,,,,,,,,,
0,,3.0,10.0,4.0,,,2.0,8.0,16.0,,1.0,,,1.0,,2.0,1.0,,
0,,3.0,1.0,3.0,,,3.0,8.0,23.0,,,,,1.0,,,2.0,,
0,,10.0,5.0,15.0,,,48.0,6.0,9.0,,2.0,,1.0,3.0,,,9.0,,
0,,3.0,8.0,21.0,,1.0,11.0,4.0,6.0,,,,,2.0,,,,,
0,,10.0,7.0,14.0,,,14.0,18.0,33.0,,1.0,1.0,1.0,1.0,,,,,
0,,,11.0,7.0,,1.0,1.0,24.0,10.0,,1.0,,,1.0,1.0,,,,
0,,4.0,9.0,7.0,,,1.0,21.0,9.0,,1.0,,1.0,,,,,,
0,,5.0,12.0,20.0,,4.0,19.0,26.0,34.0,,,,1.0,,2.0,,,,
0,,8.0,1.0,16.0,,3.0,3.0,6.0,2.0,,1.0,,2.0,,,,,,1.0
0,,17.0,37.0,43.0,17.0,2.0,18.0,97.0,42.0,1.0,3.0,,2.0,3.0,2.0,4.0,,,
0,,13.0,8.0,7.0,,,9.0,29.0,13.0,1.0,1.0,,4.0,6.0,1.0,1.0,,,
0,,1.0,11.0,10.0,,2.0,7.0,9.0,15.0,1.0,1.0,2.0,,,,7.0,1.0,1.0,
0,,2.0,5.0,4.0,,,1.0,12.0,13.0,4.0,,,1.0,1.0,,1.0,,,
0,,3.0,3.0,4.0,,,1.0,8.0,20.0,,,,,,,1.0,,,
0,,3.0,3.0,11.0,2.0,,1.0,6.0,3.0,,4.0,3.0,3.0,,,5.0,,,
0,,,6.0,10.0,5.0,3.0,,12.0,2.0,,,2.0,,,,,,,
0,,10.0,7.0,5.0,,,15.0,3.0,8.0,,,,,,,1.0,,,
0,,5.0,8.0,15.0,,,10.0,5.0,8.0,,1.0,2.0,,,,,,,
0,,1.0,5.0,13.0,,1.0,3.0,8.0,8.0,,3.0,1.0,6.0,2.0,,,,,
0,,6.0,7.0,23.0,2.0,4.0,28.0,7.0,31.0,1.0,2.0,,5.0,,,,1.0,,
0,,9.0,12.0,18.0,1.0,2.0,13.0,18.0,30.0,1.0,,,2.0,,,,1.0,1.0,
0,,25.0,14.0,29.0,1.0,1.0,12.0,28.0,16.0,,3.0,2.0,3.0,2.0,,2.0,,,
0,,8.0,20.0,31.0,,,22.0,49.0,40.0,2.0,3.0,,1.0,8.0,,1.0,9.0,,
0,,2.0,9.0,7.0,,1.0,13.0,16.0,13.0,1.0,,,1.0,1.0,,,,,
0,,3.0,8.0,6.0,1.0,,2.0,5.0,21.0,1.0,2.0,,,,,1.0,1.0,,
0,,2.0,9.0,1.0,,,3.0,9.0,6.0,,,,,,,,,,
0,,4.0,9.0,7.0,,3.0,2.0,6.0,3.0,,,,1.0,,,,,,
0,,9.0,9.0,13.0,,,,8.0,7.0,1.0,1.0,1.0,3.0,1.0,,,,,
0,,9.0,11.0,9.0,,,2.0,33.0,27.0,,2.0,,2.0,2.0,1.0,,,,
0,,,2.0,16.0,,,9.0,7.0,4.0,,,,,,,,,,
0,,3.0,12.0,6.0,4.0,,6.0,15.0,25.0,1.0,2.0,,1.0,1.0,,,2.0,,
0,,11.0,26.0,9.0,,2.0,15.0,37.0,67.0,7.0,5.0,,1.0,2.0,5.0,2.0,,,
0,,6.0,8.0,3.0,,2.0,3.0,17.0,20.0,2.0,1.0,,,,,,,,
0,,3.0,8.0,2.0,2.0,,6.0,22.0,11.0,,,,3.0,1.0,,,,,
0,,2.0,32.0,16.0,1.0,2.0,18.0,64.0,46.0,1.0,1.0,,1.0,2.0,,2.0,,1.0,
0,,,9.0,5.0,,,1.0,9.0,5.0,3.0,4.0,,,,,,,,
0,,3.0,4.0,1.0,,1.0,3.0,4.0,2.0,,,,,,1.0,,,,
0,,4.0,7.0,11.0,,,10.0,36.0,14.0,,,,1.0,1.0,,,,,
0,,1.0,3.0,13.0,,2.0,2.0,3.0,19.0,,,,,,,,,,
0,,20.0,28.0,20.0,,1.0,9.0,41.0,60.0,1.0,3.0,,9.0,,,1.0,,,
0,,2.0,4.0,2.0,1.0,1.0,3.0,18.0,1.0,,1.0,,1.0,,,,,1.0,
0,,3.0,5.0,9.0,1.0,,3.0,3.0,6.0,1.0,,,1.0,,,,,,
0,,1.0,3.0,3.0,,,6.0,8.0,9.0,1.0,,,,1.0,,,,,
0,,,6.0,,,,1.0,3.0,11.0,1.0,,,,,,,,,
0,,6.0,7.0,7.0,1.0,,10.0,18.0,12.0,2.0,,,,,,,,,
0,,3.0,8.0,24.0,2.0,,11.0,26.0,14.0,,2.0,2.0,,,3.0,1.0,3.0,,
0,,1.0,4.0,3.0,2.0,,3.0,8.0,5.0,,,,,,,,,,
0,,1.0,16.0,10.0,,1.0,10.0,9.0,15.0,,2.0,,1.0,,,,,,
0,,4.0,7.0,12.0,,1.0,,11.0,13.0,,,3.0,2.0,2.0,,,,,
0,,8.0,10.0,2.0,,,,7.0,3.0,1.0,1.0,,,1.0,,,,,
0,,2.0,16.0,51.0,,,44.0,22.0,22.0,1.0,3.0,1.0,4.0,,,,1.0,,
0,,12.0,17.0,16.0,2.0,2.0,6.0,33.0,10.0,,4.0,,2.0,24.0,,,,,1.0
0,,,5.0,7.0,,,2.0,,9.0,,,,1.0,,,1.0,,,
0,,,10.0,4.0,1.0,,4.0,13.0,10.0,1.0,1.0,,,,,,,,
0,,3.0,6.0,3.0,,,1.0,2.0,10.0,,2.0,,,,,,,,
0,,3.0,8.0,12.0,,,7.0,19.0,14.0,,,,1.0,,,1.0,,,
0,,1.0,3.0,18.0,,,10.0,17.0,27.0,,,,,,,,1.0,,
0,,19.0,24.0,11.0,,1.0,2.0,25.0,29.0,1.0,7.0,1.0,9.0,1.0,,1.0,,1.0,
0,,7.0,10.0,23.0,,1.0,4.0,17.0,18.0,2.0,2.0,,2.0,2.0,,,,,
0,,13.0,17.0,8.0,,,2.0,4.0,4.0,,,,,,,,,4.0,
0,,15.0,14.0,20.0,1.0,,34.0,32.0,29.0,1.0,,,,,,,,,
0,,,5.0,5.0,,,4.0,5.0,7.0,,,,,,,,,,
0,,1.0,4.0,4.0,,,3.0,6.0,19.0,2.0,1.0,,,1.0,,,,,
0,,4.0,26.0,42.0,5.0,4.0,15.0,15.0,14.0,,,2.0,,,,2.0,,,
0,,1.0,7.0,3.0,,,2.0,17.0,5.0,,,,,,1.0,,,,
0,,11.0,16.0,43.0,3.0,,13.0,20.0,35.0,1.0,,,1.0,,,6.0,1.0,1.0,3.0
0,,1.0,8.0,10.0,,,1.0,10.0,7.0,1.0,1.0,,,,1.0,,1.0,,
0,,2.0,14.0,23.0,1.0,3.0,12.0,6.0,12.0,,,,,,,,,4.0,
0,,2.0,5.0,10.0,,,3.0,9.0,11.0,2.0,2.0,,,1.0,,1.0,,,
0,,3.0,5.0,23.0,1.0,2.0,13.0,13.0,11.0,,4.0,,,,,,,,
0,,5.0,6.0,10.0,,,,1.0,9.0,4.0,2.0,,2.0,,,2.0,,,
0,,,8.0,28.0,3.0,,7.0,9.0,5.0,,1.0,,,,,,,,
0,,5.0,11.0,27.0,2.0,,11.0,9.0,22.0,2.0,,,1.0,,,,,,
0,,1.0,6.0,2.0,,,9.0,15.0,23.0,,,,,1.0,,,2.0,,
0,,2.0,16.0,21.0,1.0,3.0,2.0,36.0,23.0,1.0,,,,1.0,,1.0,,,
0,,5.0,4.0,11.0,,,2.0,21.0,19.0,,2.0,,,,,,,,
0,,9.0,4.0,9.0,,,12.0,6.0,5.0,,,,,,,1.0,,,
0,,5.0,16.0,17.0,2.0,,2.0,10.0,18.0,,,,,,,,,,
0,,2.0,5.0,13.0,,1.0,,8.0,12.0,,3.0,,,1.0,,,,,
0,,3.0,10.0,22.0,,1.0,3.0,14.0,24.0,,1.0,,1.0,,,1.0,,,
0,,2.0,6.0,7.0,,,,13.0,23.0,2.0,,,1.0,2.0,,4.0,,,
0,,1.0,3.0,3.0,,,,9.0,,,,,,,,,,,
0,,10.0,11.0,16.0,1.0,2.0,2.0,24.0,4.0,1.0,1.0,,2.0,1.0,,,,6.0,
0,,3.0,14.0,4.0,,,,3.0,23.0,1.0,1.0,,,,,,,,
0,,5.0,11.0,8.0,2.0,,17.0,56.0,53.0,1.0,11.0,,,1.0,1.0,,,,
0,,2.0,8.0,3.0,,2.0,,9.0,11.0,,1.0,,,1.0,,,1.0,,
0,,2.0,10.0,2.0,,,1.0,8.0,18.0,2.0,2.0,,1.0,1.0,,1.0,,,
0,,22.0,14.0,42.0,28.0,,4.0,16.0,26.0,,5.0,,,1.0,,,,1.0,
0,,12.0,5.0,14.0,1.0,,5.0,37.0,14.0,,3.0,1.0,,1.0,,,,,
0,,1.0,7.0,23.0,,,9.0,23.0,17.0,,,,,,,,1.0,2.0,
0,,5.0,5.0,2.0,,1.0,,7.0,10.0,,1.0,,,,,,,,
0,,7.0,5.0,24.0,,,17.0,15.0,13.0,2.0,1.0,,,,1.0,,1.0,,
0,,4.0,8.0,10.0,,,3.0,9.0,11.0,,,,,,,,,,
0,,87.0,40.0,68.0,39.0,3.0,17.0,126.0,99.0,1.0,15.0,2.0,60.0,21.0,,11.0,,2.0,1.0
0,,5.0,13.0,32.0,1.0,1.0,13.0,15.0,46.0,,2.0,,1.0,1.0,,1.0,,,
0,,4.0,15.0,8.0,,,3.0,15.0,37.0,5.0,,,3.0,1.0,,,,,
0,,1.0,4.0,1.0,,,1.0,1.0,20.0,1.0,3.0,,4.0,,,,,,
0,,,,2.0,1.0,,1.0,,3.0,,,,,2.0,,,,,
0,,,1.0,5.0,,,5.0,13.0,7.0,,,,,,,1.0,,,
0,,,6.0,1.0,,,4.0,11.0,4.0,,,,,,3.0,,,,
0,,4.0,8.0,2.0,,,,9.0,9.0,,,,,1.0,,,1.0,,
0,,,6.0,5.0,,1.0,10.0,5.0,8.0,,2.0,,,,,,,,
0,,5.0,5.0,24.0,6.0,1.0,14.0,6.0,11.0,,5.0,1.0,,4.0,,1.0,1.0,,
0,,4.0,2.0,2.0,1.0,,1.0,2.0,1.0,,,,1.0,,,,,,
0,,3.0,10.0,20.0,,,6.0,25.0,9.0,,,1.0,1.0,,,,,,
0,,5.0,12.0,26.0,,14.0,5.0,13.0,14.0,,3.0,3.0,,1.0,1.0,,,,
0,,8.0,10.0,6.0,,,18.0,10.0,10.0,,1.0,,,,,3.0,,,
0,,,3.0,,,,,14.0,7.0,,,,,,,,,,
0,,8.0,1.0,2.0,,,,4.0,3.0,,,,1.0,2.0,,,,,
0,,5.0,3.0,7.0,,,2.0,27.0,9.0,,,,4.0,2.0,,2.0,1.0,,
0,,2.0,10.0,8.0,3.0,,2.0,16.0,16.0,,3.0,,5.0,2.0,,,,,
0,,2.0,,2.0,,,,7.0,5.0,,,,1.0,1.0,,,,,
0,,20.0,8.0,9.0,,1.0,,14.0,19.0,,4.0,2.0,,1.0,,4.0,,,
